103235	beni sil
103236	deneme
103237	deneme
103238	deneme
103239	Bolter Kombi-Plazma
103240	Kombi Plazma
103241	Iron Halo
103242	Mühimmat: Dragonfire Boltları
103243	Kör Edici Bombalar
103244	Kör Edici Bombalar
103245	Yörünge Bombardımanı
103246	Frag Bomba Kapasitesi Artışı
103247	Iron Halo Güçlendirmesi
103248	Yakın Dövüş Hasarı Artışı
103249	Yakın Dövüş Koruması
103250	Güç Kılıcı Hızı
103251	Uzak Menzil Hasarı Artışı
103252	Uzak Menzil Koruması
103253	Zırh Yenilenmesini İyileştir
103254	Artırılmış Sağlık
103255	Zırh Geliştirmeleri
103256	Merhametsiz Ezme
103257	Metanet
103258	Bombacı
103259	Yüksek Kapasiteli Şarjörler
103260	Plazma Optimizasyonu
103261	Bolt Silahı Muharebe Eğitimi
103262	Savaşa Geri Dön!
103263	Hız Artışı
103264	Sabit Atış
103265	Azim
103266	Zincirkılıç
103267	Zincirkılıç
103268	Güç Kılıcı
103269	Güç Kılıcı
103270	Güç Yumruğu
103271	Bolt Tabancası
103272	Güç Asası
103273	Gök Gürültüsü Çekici
103274	Bolter
103275	Bolter
103276	Bolter
103277	Bolter Kombi-Ateşleyici
103278	Bolter
103279	Bolter Kombi-Melta
103280	Frag Bombaları
103281	Bolter'a takılabilir
103282	Tüm yakındaki düşmanlara hasar vermek için inanılmaz bir güçle boşaltılabilen güçlü bir enerji kalkanı sağlar
103283	Normal boltlar yerine, Bolt Silahları artık aşırı ısıtılmış mühimmat ateşler; siperleri yok eder ve hedefi alevlendirir.
103284	Marine'in patlama alanındaki her şeyi geçici olarak kör edip sersemleten şaşırtıcı bombalar atmasına izin verir.
103285	Marine'in patlama alanındaki her şeyi geçici olarak kör edip sersemleten şaşırtıcı bombalar atmasına izin verir.
103286	Yörüngedeki saldırı kruvazörleriyle doğrudan bağlantı kurarak Marine, güçlü toplarından yönlendirilmiş enerji patlamaları çağırabilir.
103287	Bu yeteneği kuşanırsan 2 bomba fazladan taşıyabilirsin.
103288	Bunu Iron Halo ile aynı anda kuşan — daha iyi çalışır!
103289	Kuşanıldığında yakın dövüş hasarını artırır
103290	Kuşanıldığında alınan yakın dövüş hasarını azaltır
103291	Güç Kılıcı kuşanıldığında, güç doluyken Güç Kılıcı daha hızlı savrulur
103292	Kuşanıldığında uzak menzil hasarını artırır
103293	Kuşanıldığında alınan uzak menzil hasarını azaltır
103294	Darbe alındıktan sonra zırhın yenilenmeye başlamasına kadar geçen süreyi azaltır
103295	Kuşanıldığında azami sağlığı artırır
103296	Bir Space Marine'in toplam zırhını önemli ölçüde artırır.
103297	Marine'in en güçlü rakipleri bile öğütmesini sağlar.
103298	Bir Space Marine'in toplam sağlığını önemli ölçüde artırır.
103299	Taşınabilen Frag Bombası miktarını iki katına çıkarır.
103300	Tüm Bolt Silahları için mühimmat kapasitesini iki katına çıkarır.
103301	Plazma yüklerinin yeniden dolum hızını ciddi ölçüde artırır; Marine'in daha sık ateş etmesini sağlar.
103302	Marine, Bolt Silahlarıyla yoğun şekilde eğitim almıştır ve onları inanılmaz hızlarda yeniden doldurabilir.
103303	Marine, savaş kardeşleri yakında ve hâlâ savaşıyorsa onların yardımı olmadan tekrar savaşa dönebilir.
103304	Kuşanıldığında azami hızı artırır
103305	Kuşanıldığında silah geri tepmeyi azaltır
103306	Kuşanıldığında, sağlık %25'in altına düştüğünde yakın dövüş hasarını artırır
103307	Hızlı ve isabetli saldıran vahşi bir yakın dövüş silahı.
103308	Hızlı ve isabetli saldıran vahşi bir yakın dövüş silahı.
103309	Zırh, İmparator'un seçilmişlerinin kutsal araçlarına karşı hiçbir koruma değildir.
103310	Zırh, İmparator'un seçilmişlerinin kutsal araçlarına karşı hiçbir koruma değildir.
103311	Güç Yumruğu, değersizleri cezalandırır; öldürücü enerjiyle bedenlerinden hayatı ezer.
103312	Kendinden tahrikli patlayıcı boltlar atan kompakt tabanca.
103313	İki elli Güç Asası.
103314	Tek darbede rakipleri ezebilen, ağır ve yavaş savrulan dev bir çekiç.
103315	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103316	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103317	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103318	Bolter'a arındırıcı bir Alev silahı takar; Marine'in yakın-orta menzilde kutsal ateşle düşmanları arındırmasını sağlar.
103319	Bolt Tabancasından daha güçlü, iki elli bir Bolt silahı.
103320	Bolter'a aşırı ısıtılmış bir Melta silahı takar; düşmanları parçalayan kısa ama son derece güçlü saldırılara olanak tanır.
103321	Bolter'a güçlü bir Plazma silahı takar; tekli plazma atışlarına veya son derece yıkıcı şarjlı patlamalara izin verir.
103322	Marine'in yüksek patlayıcılı bombalar atmasına izin verir.
103323	Çok yüksek atış hızına sahip, şerit beslemeli dev Bolter.
103324	Ağır Bolter
103325	Bolter Kombi-Plazma
103326	Bolter'a güçlü bir Plazma silahı takar; tekli plazma atışlarına veya son derece yıkıcı şarjlı patlamalara izin verir.
103327	Bolter
103328	Bolter
103329	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103330	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103331	Bolt Tabancası
103332	Kendinden tahrikli patlayıcı boltlar atan kompakt tabanca.
103333	MP Güç Kılıcı
103334	Zırh, İmparator'un seçilmişlerinin kutsal araçlarına karşı hiçbir koruma değildir.
103335	Zincirkılıç
103336	Hızlı ve isabetli saldıran vahşi bir yakın dövüş silahı.
103337	Iron Halo
103338	Space Marine'in tüm yakındaki düşmanlara hasar vermek için inanılmaz bir patlama boşaltmasına izin verir (10 saniye bekleme süresi)
103339	Frag Bombaları
103340	Marine'in yüksek patlayıcılı bombalar atmasına izin verir.
103343	Plazma Tüfeği
103344	Plazma darbeleri atan tüfek. Aşırı şarjlı atışlar yıkıcı gücü artırır.
103345	Otomatik Top
103346	Büyük kalibreli, yüksek hızlı patlayıcı mermiler ateşler; özellikle çok dayanıklı piyadelere karşı en etkilidir.
103347	Büyük kalibreli, yüksek hızlı patlayıcı mermiler ateşler; özellikle çok dayanıklı piyadelere karşı en etkilidir.
103348	Otomatik Top
103349	Ağır Bolter
103350	Bolter'ın çok yüksek atış hızına sahip, şerit beslemeli devasa versiyonu.
103351	Plazma Tüfeği
103352	Plazma darbeleri atan tüfek. Aşırı şarjlı atışlar yıkıcı gücü artırır.
103353	Gök Gürültüsü Çekici
103354	Tek darbede rakipleri ezebilen, ağır ve yavaş savrulan dev bir çekiç.
103355	Bolter
103356	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103357	tepiyi alalım
103358	Zincirkılıç
103359	Hızlı ve isabetli saldıran vahşi bir yakın dövüş silahı.
103360	Boş
103361	Boş
103362	Boş
103363	Boş
103364	Boş
103365	Boş
103366	Boş
103367	Boş
103368	Frag Bombaları
103369	Marine'in yüksek patlayıcılı bombalar atmasına izin verir (8 saniye bekleme süresi)
103370	MP Güç Kılıcı
103371	Zırh, İmparator'un seçilmişlerinin kutsal araçlarına karşı hiçbir koruma değildir..
103372	fewafewa
103373	fewafeaw
103374	Deneme
103375	Komut dosyası yok, bu yalnızca test için burada
103376	Rastgele
103377	İt
103378	Avla ve Ele Geçir
103379	Left 4 Dead Tarzı
103380	Tek doğrusal rota, hedefe ulaş ve 180 saniye hayatta kal
103381	Hedefler bölünmüş, kazanmak için ikisini de tamamla
103382	Tek doğrusal rota, tek seferde bir noktayı ilerlet
103383	Rastgele Hedefler/Kazanma Koşulları
103384	Ele Geçir
103385	Haritada bir yerde bir şeyi ele geçir.
103386	Rastgele Ork Yok
103387	Varsayılan hedefler, rastgele NPC Ork yok
103388	Yok Et ve Topla
103389	Hedefler bölünmüş, kazanmak için ikisini de tamamla
103390	Ork Seçimi Testi
103391	Ork seçimi kısıtlı, Marine'ler ilerledikçe kısıt kalkar
103392	Bolter Eklentisi: Bomba Atar
103393	Bolter Eklentisi: Kombi-Plazma
103394	Bolter
103395	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103396	Zincirkılıç
103397	Hızlı ve isabetli saldıran vahşi bir yakın dövüş silahı.
103398	Bolter
103399	Düşmanları parçalayan kendinden tahrikli patlayıcı boltlar atan tüfek.
103400	GEREKLİ: Bolter
103401	GEREKLİ: Bolter
103402	Plazma Eklentisi: Plazma Patlaması
103403	GEREKLİ: Plazma Tüfeği
103404	Plazma Eklentisi: Bolter Kombi
103405	GEREKLİ: Plazma Tüfeği
103406	Hayatta Kal
103407	Marine'ler 5 dakika hayatta kalırlarsa kazanır
103408	Bu gelişmiş güç ünitesi, bir Space Marine'in Güç Zırhının en yüksek verimde çalışması için gerekli gücü sağlar.
103409	Astarties standart Güç Paketi
103410	Astartes standart tip-12 Sıçrama Paketi
